text,aggressive,hate,ageism,aporophobia,body_shame,capacitism,lgbtphobia,political,racism,religious_intolerance,misogyny,xenophobia,other
"sergio moro foi acusado de parcialidade pq mantinha contato com procuradores. am inovou. obteve pra si informações que poderiam prejudicar bolsonaro e privilegiar o pt em julgamentos que ele mesmo julgou no tse. salvo melhor juízo, isso pode ser motivo para anulação do pleito. link",0,0,0,0,0,0,0,0,0,0,0,0,0
"mano eu to em choque, odeio homem",1,0,0,0,0,0,0,0,0,0,0,0,0
@user @user 5 anos pro novo teaser,0,0,0,0,0,0,0,0,0,0,0,0,0
tens agua? link,0,0,0,0,0,0,0,0,0,0,0,0,0
oq q o josias tog tem a ver isso gente?? vai dar palco para ele so por ter furado bloqueio? link,0,0,0,0,0,0,0,0,0,0,0,0,0
"eu não queria q fosse agr, e nem q acontecesse, mais aconteceu e eu vou dar tudo d mim pra dar certo.",0,0,0,0,0,0,0,0,0,0,0,0,0
@user no show do ano que vem estaremos dividindo o palco ???????? te amo kaka,0,0,0,0,0,0,0,0,0,0,0,0,0
a laís tava passando fome hj,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user manhe corre aqui ????????o comunista safado debochado não quer mais brincar . isto é 1% do que a esquerdalhada fez com bolsonaro, sentiu",0,0,0,0,0,0,0,0,0,0,0,0,0
voce sabia que a agua e feita ckm agua,0,0,0,0,0,0,0,0,0,0,0,0,0
prefeito da minha cidade dinheiro pra obras/buracos/subsidiar aumento da passagem de ônibus/ubs sem estrutura = não tem dinheiro ???? são joão contratando léo santana e mais 300 artistas = tem dinheiro ?? ?? puta que pariu viu....,1,0,0,0,0,0,0,0,0,0,0,0,0
@user mano nem quero ver o ódio que a microsoft está da sony por ela fazer a microsoft passar essa vergonha toda.,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user sigam nossa página para + infos sobre a petrobras! estivemos, desde nossa criação, na linha de frente contra o ppi! link",0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user kakakkakakakakakakakakkaka isso que n pode,0,0,0,0,0,0,0,0,0,0,0,0,0
"outro dia perguntei pra uma pessoa que nasceu depois de 2000 se ""cê tem bruchove"" e depois ""eu vim da bahia e meu nome é ninguém"" e ela caiu em todas. temos uma geração inteira para caçoar de e não estamos nos aproveitando disso.",0,0,0,0,0,0,0,0,0,0,0,0,0
que livro foi esse que vocês leram sabe,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user caralho pudim quanto ódio contra o nexus,0,0,0,0,0,0,0,0,0,0,0,0,0
ela é minha boo ela ama meu drip,0,0,0,0,0,0,0,0,0,0,0,0,0
@user pede a bolsonaro seu amigo,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user boa, luly ????",1,0,0,0,0,0,0,0,0,0,0,0,0
"@user cara, clã bolsonaro é a petralhada travestida de conservadores de direita kkkk vc acredita q eles deixariam passar a oportunidade de fzr rachadinhas,fizeram a vida toda. pior é as desculpas q os adeptos estão propagando nas mídias sociais. viva o bolsopetismo kkkkk",1,0,0,0,0,0,0,0,0,0,0,0,0
juro n aguento mais link,0,0,0,0,0,0,0,0,0,0,0,0,0
"hoje é dia do gari, parabéns e obrigada! meu pai médico sanitarista me ensinou respeitar muito os garis pois dizia que o trabalho deles evita várias doenças, epidemias e com isso todos os profissionais da saúde da linha de frente seriam os primeiros a morrer. link",0,0,0,0,0,0,0,0,0,0,0,0,0
"@user ela sabe todas as músicas, aquela cabeça dela é o próprio hd. rsrs link",0,0,0,0,0,0,0,0,0,0,0,0,0
conta quem se arrisca só quem se arrisca conta,0,0,0,0,0,0,0,0,0,0,0,0,0
@user vai vir pro vila nova refazer a dupla com o ralf ????,0,0,0,0,0,0,0,0,0,0,0,0,0
@user a gente pode aceitar isso e o coração continua aberto,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user serviria pra colocar um monte de torcedor consumidor, daqueles que assistem aos jogos com o código de defesa do consumidor debaixo do braço, ainda mais perto dos jogadores.",0,0,0,0,0,0,0,0,0,0,0,0,0
"@user caraí,me bugou muito",0,0,0,0,0,0,0,0,0,0,0,0,0
lamentável! link,0,0,0,0,0,0,0,0,0,0,0,0,0
"eu tive insônia ontem, não dormi nada, tô de tpm e ainda tenho que ir pra faculdade de tarde na hora do meu cochilo. é hoje que o dia vai ser a base de rivotril, café e paracetamol.",0,0,0,0,0,0,0,0,0,0,0,0,0
abrindo contagem... 2... coloca na prateleira... becky... rebecca... #???????xkazzawards #kazzawards2023,0,0,0,0,0,0,0,0,0,0,0,0,0
@user mt cretinos que odio fazem tudo errado tudo,0,0,0,0,0,0,0,0,0,0,0,0,0
a alma não vibra com qualquer uma,0,0,0,0,0,0,0,0,0,0,0,0,0
amo falar as coisas mais bestas possíveis só pra bárbara me dar uma patada ou me xingar pra gente ficar rindo logo depois,0,0,0,0,0,0,0,0,0,0,0,0,0
meu irmão tá virando um doente apostador kkkkkkkkkkkkkkkkk q ódio,0,0,0,0,0,0,0,0,0,0,0,0,0
"fico até desanimada,que isso lek",0,0,0,0,0,0,0,0,0,0,0,0,0
e a redação de militância: ?????? link,0,0,0,0,0,0,0,0,0,0,0,0,0
"dia da mães foi perfeito com a família, amo essas datas que a gente se reuni ??",0,0,0,0,0,0,0,0,0,0,0,0,0
prey é de longe o melhor filme da franquia predador... mas de muito longe mesmo.,0,0,0,0,0,0,0,0,0,0,0,0,0
la gloriosa jp ??? ?????? link,0,0,0,0,0,0,0,0,0,0,0,0,0
parabéns ao presidente da petrobras e ao @user,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user obrigado, eu adoro dar instalock à sage e não saber o que fazer",0,0,0,0,0,0,0,0,0,0,0,0,0
dessa vez não vou ajudar com 1 real vou dx se fuder pprt,0,0,0,0,0,0,0,0,0,0,0,0,0
@user é a melhor coisaaaaaaaaa,0,0,0,0,0,0,0,0,0,0,0,0,0
@user uai ?? a globo não é aquela emissora que luta pela igualdade entre o futebol masculino e o feminino?? alguma coisa errada não está certa.,0,0,0,0,0,0,0,0,0,0,0,0,0
@user que coisa fofa,0,0,0,0,0,0,0,0,0,0,0,0,0
foi ele mae foi ele q me matou link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user @user parece q bolsonaro faz escolhas erradas desde o dia em q nasceu...,0,0,0,0,0,0,0,0,0,0,0,0,0
me fodi em mais uma prova ??,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user irmão ninguém te pediu nada,1,0,0,0,0,0,0,0,0,0,0,0,0
uhuuuu comprado ja vamoooo link,0,0,0,0,0,0,0,0,0,0,0,0,0
vou atrás dela é desse tipo de mulher que eu gosto link,1,0,0,0,0,0,0,0,0,0,0,0,0
@user @user sdds,0,0,0,0,0,0,0,0,0,0,0,0,0
@user esse homem é doente,0,0,0,0,0,0,0,0,0,0,0,0,0
"tirei o dia de folga hoje, pra resolver algumas coisas e principalmente descansar um pouquinho, heron acordou doente ????",0,0,0,0,0,0,0,0,0,0,0,0,0
"como eu odeio fazer trabalho em grupo, meu deus do céu",0,0,0,0,0,0,0,0,0,0,0,0,0
pera aí kkkk o show também vai ser transmitido no weverse? gente essa empresa não tá mt bem da cabeça n kkkkk que idiotice eh essa,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user que infernoooo amg o meu tava 22 minutos agora ta 54 também, ai olha no do 127 foi igual que ódio",0,0,0,0,0,0,0,0,0,0,0,0,0
vida longa pros comédia me ver crescendo cada vez mais um papo só????,0,0,0,0,0,0,0,0,0,0,0,0,0
tadinho... foda-se bolsonaro!!! link,1,0,0,0,0,0,0,0,0,0,0,0,0
"caralho véi, a quanto tempo eu não me sentia assim, que ódio",0,0,0,0,0,0,0,0,0,0,0,0,0
"@user investigando bolsonaro a pf acalma dino e ressalta a honestidade de jair que chegará em 2026 investigado sobre tudo e sem indício nenhum... só narrativas, facilitando o trabalho de kassio nunes que outorgará a candidatura bolsonaro.",0,0,0,0,0,0,0,0,0,0,0,0,0
@user não tem oposição !!!,0,0,0,0,0,0,0,0,0,0,0,0,0
@user o mesmo senador que fodeu a saúde sergipana...,0,0,0,0,0,0,0,0,0,0,0,0,0
"realmente sei como essa família é, como a energia deles é conturbada mas de uma forma totalmente acolhedora e amorosa. não só comigo, meu irmão e minha mãe nesse momento triste, mas com quem está chegando agora na família também. e isso me confortou. teve o momento mais difícil+",0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user a falar com sotaque argentino,0,0,0,0,0,0,0,0,0,0,0,0,0
o ex-presidente será ouvido no inquérito que apura a suspeita de fraude em cartões de vacinação. link,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user ela me odeia lynn ???????? e a fic era muito boa, que ódio",0,0,0,0,0,0,0,0,0,0,0,0,0
mds vai na fé atropelando terra e paixão link,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user a linhagem da micheque conta com avó traficante de drogas, a mãe estelionataria, um tio estuprador e outro tio miliciano, casou com o bandido, corrupto e tbm miliciano jair bolsonaro, ?????? ela tem escola na bandidagem! michelle bolsonaro santa do pau oco link",1,0,0,0,0,0,0,0,0,0,0,0,0
@user @user arruma 1 milhão de reais e guarda ne uma conta que rende pelo menos 100% no cdi daí em um mês vc ganha mais que um salário mínimo desse valor vc tira 270 e guarda e gasta o outro rendimento da forma que quiser,0,0,0,0,0,0,0,0,0,0,0,0,0
se mata sua velha fudidaaaaaaaaaaa que ódio que ódio,1,1,1,0,0,0,0,0,0,0,0,0,0
@user @user bolsonaro na cadeia 2 tbm está em ação,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user kkkkkkkkkkkkk que ódio,0,0,0,0,0,0,0,0,0,0,0,0,0
esse mundo está cada vez mais idiota. a preocupação passou a ser com as coisas supérfluas.,1,0,0,0,0,0,0,0,0,0,0,0,0
arrependimento bateu forte,0,0,0,0,0,0,0,0,0,0,0,0,0
@user manda no pv e eu digo se esperava ou não,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user @user página e para todos, presidente ta de mal a pior é de total direito do povo reclamar ou vai falar q ta uma maravilha só quem e doente da cabeça mesmo kkk",1,1,0,0,0,1,0,1,0,0,0,0,0
lembrei de um certo alguém kkkkkry link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user caralhoooooooooooooo,0,0,0,0,0,0,0,0,0,0,0,0,0
"#sp1 privatização para piorar mais o sistema, só no brasil isso! a extinção da linha 710 da cptm beneficiará quem?! já sabem, né?!",1,1,0,0,0,0,0,0,0,0,0,1,0
"é, eu sou forte.",0,0,0,0,0,0,0,0,0,0,0,0,0
hmmmm e se eu me m4t4r,0,0,0,0,0,0,0,0,0,0,0,0,0
@user bom diaaa lindeza ??????????,0,0,0,0,0,0,0,0,0,0,0,0,0
@user tava esperando algo diferente na música mas nn vou julgar sem ver o filme,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user não sei pq não investigaram o waldir ferraz ainda o verdadeiro ""homem da mala"", de bolsonero. link",1,0,0,0,0,0,0,0,0,0,0,0,0
@user @user quem tem saudade é a escoria evanjegue.,1,1,0,0,0,0,0,0,0,1,0,0,0
isso minha vida só corta assim msm nao ouse mexer em mais nada eu imploro ?? link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user dormiu bem lari?,0,0,0,0,0,0,0,0,0,0,0,0,0
"tô mó preocupada com ela agora, ainda mais dps do que minha mãe me falou ??",0,0,0,0,0,0,0,0,0,0,0,0,0
eu to assistindo essa premiação ja faz 6 horas mas eu to tao feliz sério,0,0,0,0,0,0,0,0,0,0,0,0,0
@user conheço duas delas all the lovers mt boa,0,0,0,0,0,0,0,0,0,0,0,0,0
puta merda que ódio agora vou pensar nesse desgraçado o resto da semana,0,0,0,0,0,0,0,0,0,0,0,0,0
agr to mto irritada,0,0,0,0,0,0,0,0,0,0,0,0,0
q odio da minha cara,0,0,0,0,0,0,0,0,0,0,0,0,0
@user junior to mt chocado,0,0,0,0,0,0,0,0,0,0,0,0,0
@user diogenes nao tem dó cara,0,0,0,0,0,0,0,0,0,0,0,0,0
tp com tanto fome parece que vou desmaiar,0,0,0,0,0,0,0,0,0,0,0,0,0
que ódio que consegui cortar errado as duas fotos hahahahaha link,0,0,0,0,0,0,0,0,0,0,0,0,0
"o que lasca é aquela conversinha, no escuro, falando de um monte de coisa aleatória + um chameguinho ?????",0,0,0,0,0,0,0,0,0,0,0,0,0
caralhoooooo??,1,0,0,0,0,0,0,0,0,0,0,0,0
@user @user vc tá querendo passar pano na privada da família bolsonaro kkkk esse é o eleitor bolsonarista ??????,1,1,0,0,0,0,0,1,0,0,0,0,0
@user bolsonaro é um froxo .entregou o nrasil nas mãos da miséria .,1,1,0,1,0,0,0,1,0,0,0,0,0
@user boa tarde pessoal ??????????????????,0,0,0,0,0,0,0,0,0,0,0,0,0
@user primeiro estágio: negação,0,0,0,0,0,0,0,0,0,0,0,0,0
esse homem ainda me mata eu tô falando sério link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user rafaela cristina do amaral,0,0,0,0,0,0,0,0,0,0,0,0,0
@user calma caralho,0,0,0,0,0,0,0,0,0,0,0,0,0
"o presidente do banco central disse que quem está achando os juros muito alto que não reclame do bc, mas sim do governo que está endividado. qual governo que mais endividou? o dele, o de jair bolsonaro. arrombou o teto, além de roubar consideravelmente.",0,0,0,0,0,0,0,0,0,0,0,0,0
chocada que o gusttavo lima não vai pro rodeio em barretos esse ano,0,0,0,0,0,0,0,0,0,0,0,0,0
"ih, eu aí link",0,0,0,0,0,0,0,0,0,0,0,0,0
@user as vezes até dms minha amiga julia as vezes até dms????,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user calma lula,seu espantalho tá sendo fabricado???????? não fique com inveja do nosso presidente bolsonaro lindo e maravilhoso!",1,1,0,0,0,0,0,1,0,0,0,0,0
@user oi amor! tudo bem?,0,0,0,0,0,0,0,0,0,0,0,0,0
daqui de cima do alto n consigo ver ngm??,0,0,0,0,0,0,0,0,0,0,0,0,0
conselho? não entrem no tiktok depois de ler a morte do sam. eu não paro de chorar a 1h ??,0,0,0,0,0,0,0,0,0,0,0,0,0
@user tá brincando?,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user assiste, é boa",0,0,0,0,0,0,0,0,0,0,0,0,0
"ei mano, que ódio eu até tento me lembrar kakakakkakw palhaçada",0,0,0,0,0,0,0,0,0,0,0,0,0
seria capaz de qualquer coisa hoje pra proteger a mara pqp que ódio,0,0,0,0,0,0,0,0,0,0,0,0,0
@user que odio agr o meu no pc ta 11 min eu to torcendo tanto p n me jogarem longe,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user hahahahahahhahahahahha a helena foi mais ou menos assim, hahahaha deu certo",0,0,0,0,0,0,0,0,0,0,0,0,0
@user deus e mais pvt,0,0,0,0,0,0,0,0,0,0,0,0,0
"falar de pau agora virou crime, pelo menos a sabrina nao é uma mocreia racista suas sonsas burras do caralho link",1,1,0,0,0,0,0,0,0,0,1,0,0
@user @user @user a vida do petista é lamber o saco do bandido e falar do bolsonaro. essas são as metas de vida deles...????????????????????????????,1,1,0,0,0,0,0,1,0,0,0,0,0
@user @user meninas??? eu li direito?,0,0,0,0,0,0,0,0,0,0,0,0,0
@user ainda bem se não tu acordava em uma piscina,0,0,0,0,0,0,0,0,0,0,0,0,0
todo mundo que eu torço na merda desse anime morre vsf tbm,1,0,0,0,0,0,0,0,0,0,0,0,0
eu acostumado com o terminal bandeirantes lugar calminho vou ter que ir pro morenao pra ir pro fim de mundo onde o cosmos mora # tmj ??,0,0,0,0,0,0,0,0,0,0,0,0,0
queria chegar em casa pós trabalho e ter ela,0,0,0,0,0,0,0,0,0,0,0,0,0
então minhas fãs de me deram uma estrela e eu não sei bem como reagir isso,0,0,0,0,0,0,0,0,0,0,0,0,0
"tava fazendo as contas e se eu trabalhar 10 horas semanais por quatro semanas, consigo um dinheirinho bacana",0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user aqui onde eu moro tbm é muito frio ??,0,0,0,0,0,0,0,0,0,0,0,0,0
nao vou pra escola hj pq a prefeitura nao permitiu,0,0,0,0,0,0,0,0,0,0,0,0,0
meu chuveiro em qualquer dia do ano ???????????? no frio : ??????,0,0,0,0,0,0,0,0,0,0,0,0,0
meu amorr link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user também não entendi kkkkkkkk acho que ela é contra o amor,0,0,0,0,0,0,0,0,0,0,0,0,0
seus olhos brilham toda vez q eu olho faz até o ouro ser bijuteria,0,0,0,0,0,0,0,0,0,0,0,0,0
"levantei tomei um banho e passei uns produtos no rosto, meu rosto ta td oleoso odeio isso afs",0,0,0,0,0,0,0,0,0,0,0,0,0
@user te amo linda ??,0,0,0,0,0,0,0,0,0,0,0,0,0
"goss knock sensor for nissan murano vq35de,vq35 3.5l petrol engine ebay link link",0,0,0,0,0,0,0,0,0,0,0,0,0
@user reposta la só,0,0,0,0,0,0,0,0,0,0,0,0,0
tudo nosso piranhas link,1,0,0,0,0,0,0,0,0,0,0,0,0
entendi mas não achei graça link,0,0,0,0,0,0,0,0,0,0,0,0,0
corrente do ódio (coisas q odeio): artista:azelea banks cor: laranja bebida: comida: tomate doce: ambrosia fruta: kiwi e goiaba série: greys anatomy estilo musical: estilo de filme: romance link link,0,0,0,0,0,0,0,0,0,0,0,0,0
"mano é de fuder, vc é roubado e vagabundo usa os dados da moto roubada pra tentar te aplicar golpe pedindo pix pelo telefone como se tivesse com a moto puta que pariu, que ódio nmrl",0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user engual e sofra,0,0,0,0,0,0,0,0,0,0,0,0,0
quando vejo as declarações dos advogados de defesa da família de jb rachadinha percebo que eles enxergam a @user como a foto abaixo. @user @user @user pf pelos olhos de bolsonaro e familia: link,0,0,0,0,0,0,0,0,0,0,0,0,0
segundo uns comentários q vi aqui no tt aparentemente a menina tava assim no jackson kkkkkkkkkkk link,0,0,0,0,0,0,0,0,0,0,0,0,0
caralho que site merdaaaaaaaa ele não me deixa comprar a porra do ingressooooo,0,0,0,0,0,0,0,0,0,0,0,0,0
@user esse patriotismo conseguiu converter a várias pessoas com ele ! todos com casas por lá ! eita festa,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user tô fazendo mutirão todos os dias para o fandom lembrar de votar,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user lula e u lixo porém ele e inteligente, vai dá a sensação de que estará pagando menos nos combustíveis, gaz, podendo fazer o que bem entender com o resto, isso faltou muito a bolsonaro.",1,1,0,0,0,0,0,1,0,0,0,0,0
"@user vacilo, eu te dava carona",0,0,0,0,0,0,0,0,0,0,0,0,0
"fui ""obrigado"" a ler um cara clamando ao c1r0 g0m3s os créditos pelo fim da ppi. ok. agora tudo que eu reclamar e se resolver - não importa se milhares de pessoas também reclamara -, mesmo eu não tendo movido concretamente uma palha pra resolução, vou meter um ""fui eu"". ??",1,0,0,0,0,0,0,0,0,0,0,0,0
vsfd q ódio,0,0,0,0,0,0,0,0,0,0,0,0,0
todas minhas compras estao impacadas no jaboatao dos guararapes mano oh odio,0,0,0,0,0,0,0,0,0,0,0,0,0
@user minha play continua intacta,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user eu sabia kkkkkkkkkk,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user cadê a imagem???,0,0,0,0,0,0,0,0,0,0,0,0,0
comeback do piwon ngm fala cmg,0,0,0,0,0,0,0,0,0,0,0,0,0
mães link,0,0,0,0,0,0,0,0,0,0,0,0,0
as ocupações das escolas são um ato de ódio do psdb para manipular a cut! #desculpasdopt,0,0,0,0,0,0,0,0,0,0,0,0,0
"depois que espionaram o bolsonaro desde 2021 com o aval da pf, nada me surpreende mais !! democracia não é?? estado democratico de direito não é?? que enrolação.pelo que vejo bolsonaro não deve nada a ninguem,talvez por isso seja tão perseguido.não acham??",0,0,0,0,0,0,0,0,0,0,0,0,0
"nenhuma pedra é colocada em nosso caminho a toa. algumas são pra gente tropeçar, se levantar e seguir adiante...",0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user lá ele 10000000000000000000000000000000000xxxxxxxxxxx,0,0,0,0,0,0,0,0,0,0,0,0,0
eu fiz um styro que não queria,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user costura e acabamento, pois sou apaixonada ??",0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user eu jogo super bem,0,0,0,0,0,0,0,0,0,0,0,0,0
"acabei de ver bomba: alexandre de moraes monitorava todos os passos de funcionários do gabinete de bolsonaro e da primeira-dama desde 2021, diz folha - clique para ver também ? link via @user",0,0,0,0,0,0,0,0,0,0,0,0,0
@user ah piada ne cara kkkkkkkkkkk,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user @user @user @user tem que desenhar e explicar o desenho pro retardado pq a pica do bolsonaro na frente dele não deixa ele ver,1,1,0,0,0,1,0,0,0,0,0,0,0
minha vida ficou até mais leve depois que eu silenciei essa mana,0,0,0,0,0,0,0,0,0,0,0,0,0
gostei?? link,0,0,0,0,0,0,0,0,0,0,0,0,0
fiquei enrolando pra ler e qnd vou ler não tem atualização link link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user o cara é literalmente o segundo melhor jogador ofensivo e defensivo do time com 28 anos. essa torcida é inacreditável.,0,0,0,0,0,0,0,0,0,0,0,0,0
@user um sentimento horrível,0,0,0,0,0,0,0,0,0,0,0,0,0
@user é noix,0,0,0,0,0,0,0,0,0,0,0,0,0
"lei de acesso à informação foi ""estuprada"" pelo governo bolsonaro, diz lula link",0,0,0,0,0,0,0,0,0,0,0,0,0
@user o nojeira,0,0,0,0,0,0,0,0,0,0,0,0,0
"não, @user não são apenas os aliados de bolsonaro, o próprio @user organizou a tentativa de golpe e a prisão do ministro alexandre de moraes link",0,0,0,0,0,0,0,0,0,0,0,0,0
"a le blanca tá perdendo, hein link",0,0,0,0,0,0,0,0,0,0,0,0,0
"link @user (dep nikole) @user @user @user @user @user toc, toc, toc. é a pf, hasselman a bolsonaro. assista ao vídeo até o fim. inscreva-se no canal. dê o joinha. ative o sininho de notificações e compartilhe!",0,0,0,0,0,0,0,0,0,0,0,0,0
@user como muda mano?,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user é a tendência de agora, não consigo nem negar que amo roupas nessas tonalidades",0,0,0,0,0,0,0,0,0,0,0,0,0
meu pocket tá pior q nn sei oq????,0,0,0,0,0,0,0,0,0,0,0,0,0
"todas as vezes que fui terminar levei um ""tá bom"" ou simplesmente um gelo ?? link",0,0,0,0,0,0,0,0,0,0,0,0,0
onde ta falando na constituição que pode ter lab depois de prova,0,0,0,0,0,0,0,0,0,0,0,0,0
"tem q ter mt paciência com homem, meu deus",1,1,0,0,0,0,0,0,0,0,1,0,0
elas virando bffs arrrrr link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user basquete é correria se fosse para pensar nós jogava xadrez,0,0,0,0,0,0,0,0,0,0,0,0,0
"é galerinha, as vezes a vida é meio loca né link",0,0,0,0,0,0,0,0,0,0,0,0,0
"“quem chega nas regiões em que tudo é ausência? o que fazem quando ocupam todo o espaço? ‘caminhando com os mortos’ é sobre o fogo capaz de queimar celeste em tapuio, outras mulheres no brasil e tantas bruxas ao longo da história da humanidade.” – @user",0,0,0,0,0,0,0,0,0,0,0,0,0
eu n to acreditando nisso pprt,0,0,0,0,0,0,0,0,0,0,0,0,0
tinham q perturbar é quem constrói esses prédios e n pensa nisso link,0,0,0,0,0,0,0,0,0,0,0,0,0
"que ódio ter que entrar numa fila de espera pra adquirir um curso de 700,00. muda brasil! ??",0,0,0,0,0,0,0,0,0,0,0,0,0
mais um dia na força do ódio,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user @user @user @user tu é tão emocionado que eu nem citei bolsonaro aqui, nem sabe oq é uma analogia seu animal kkkkkkkkkkk",1,0,0,0,0,0,0,0,0,0,0,0,0
@user @user @user e que o lula é inocente,0,0,0,0,0,0,0,0,0,0,0,0,0
eita que palmitagem,1,1,0,0,0,0,0,0,1,0,0,0,0
morrendo de sono hoje e ainda vou ter que fazer trabalho no meu almoço no lugar de dormir,0,0,0,0,0,0,0,0,0,0,0,0,0
nossa eu tenho ódio de gente assim mds manda esse fdp viver assim link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user eu tava literalmente do seu lado,0,0,0,0,0,0,0,0,0,0,0,0,0
@user o som do futuro,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user continua mas é super devagar,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user a ultima é bizarra sou ft a quase 15 anos e nunca ganhei uma garrafa de agua que seja de bonificação kkkkkkkk,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user é só um raio. e o nacional-socialismo não era estritamente racialista, tanto que tinham divisões de infantaria exclusivamente de muçulmanos e tinham negros nos batalhões. você não achará facilmente relatos sobre isso por motivos que não podemos falar.",0,0,0,0,0,0,0,0,0,0,0,0,0
nossa deu saudade de jogar um cszinho,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user isso é migue pra não ir pros jv , tu sabe little julio",0,0,0,0,0,0,0,0,0,0,0,0,0
@user how de market lucinda mboma,0,0,0,0,0,0,0,0,0,0,0,0,0
"é como a minha mãe diz ""prato disputado demais a gente deixa pra quem tá com fome""",0,0,0,0,0,0,0,0,0,0,0,0,0
"a resposta está sempre em nós. sempre que formos coerente com nós mesmos, com nossa história e nos apropriarmos de quem nós somos, sairemos a frente muito melhores, por mais desafiadora seja uma situação. basta dar-nos a possibilidade de ser quem somos.",0,0,0,0,0,0,0,0,0,0,0,0,0
"eu dizendo pro meu namorado que eu sou uma desconhecida pra ele e ele ""claro que não é, era há 2 meses atrás"" sendo que a gente namora desde janeiro kkkkkkkkkkk",0,0,0,0,0,0,0,0,0,0,0,0,0
