id,text,aggressive,hate,ageism,aporophobia,body_shame,capacitism,lgbtphobia,political,racism,religious_intolerance,misogyny,xenophobia,other
1658486102246939904,@user ué cadê a greve dos caminhoneiros chubola do bozo.,1,1,0,0,0,0,0,1,0,0,0,0,0
1658486102314080000,@user só pq eu falei que eu cheiraria cocaína no cu do travesti? não precisa mandar indireta n bb,1,1,0,0,0,1,0,0,0,0,0,0,0
1658486101609420032,ai professora pode ser em ingles ?? nao sua vagabunda voce mora em pindamonhangaba zona norte de sp toma vergonha na cara porra,1,1,0,0,0,0,0,0,0,0,1,1,0
1658489628910030080,@user @user @user ela é mongolóide até dms,1,1,0,0,0,1,0,0,0,0,0,1,0
1658489627681120000,@user @user este nabo tratar-se bem depois querem quem os brancos nao vós chame de preto,1,1,0,0,0,0,0,0,1,0,0,0,0
1658489627806660096,"@user renuncia, melhor para o país! vci e o pt causam desconforto para democracia brasileira, vcs são vingativos, maus, péssimos, insanos, perversos...",1,1,0,0,0,0,0,1,0,0,0,0,0
1658489629757280000,branco faz qualquer coisa e e ovacionado né? por isso que só quero consumir a maioria artistas pretos,1,1,0,0,0,0,0,0,1,0,0,0,0
1658489014855559936,@user @user @user mas vc votou no bolsonaro pra tirar a extrema pobreza sendo que a ideologia dele é o oposto disso? é desde pequeno que vc entende tudo ao contrário? eles chamavam seus pais pra conversar na escola? como vc passava de ano?,1,1,0,1,0,1,0,1,0,0,0,0,0
1658489052050619904,sério que tem gente ainda com saudades do incompetente do bolsonaro? presidente lula realmente fazendo o que um líder deve fazer. fiz o l foi com gosto e faria novamente.,1,1,0,0,0,0,0,1,0,0,0,0,0
1658489094014640128,@user bolsonaro passou 4 anos tentando fazer isso e nunca conseguiu por não ter pulso e capacidade. agora o lula fez o que vcs defenderam por 4 anos e estão procurando motivos para criticar. nunca foi pelo brasil e sim por idolatria a um idiota frouxo.,1,1,0,0,0,0,0,1,0,0,0,0,0
1658489181126139904,@user é verdade; por isso bolsonaro indicou dois ministros terrivelmente negros.,1,1,0,0,0,0,0,1,1,0,0,0,0
1658489183470779904,@user bolsonaro roubou o brasil,1,1,0,0,0,0,0,1,0,0,0,0,0
1658489184791980032,"@user ele tem um congresso posto por bolsonaro o país não é mais desinformados e por isso quer extinguir com as redes sociais, @user não perdeu as eleições e sim foi tirado sem respeitar o voto popular. seria digno ex presidiário renunciar junto com alckmin.",1,1,0,0,0,0,0,1,0,0,0,0,0
1658489214269530112,braveza tardia e inútil jogando para plateia: bolsonaro afirma que vai processar o petista lula link,1,1,0,0,0,0,0,1,0,0,0,0,0
1658489245206710016,"embora a petrobras anuncie o fim da paridade do petróleo no mercado internacional não acredito que a nova política de preços vá afetar significativamente o mercado brasileiro veremos. dólar r$300 petrobras grande dia r$8,97 faça o l imediatamente senac governo petro bolsonaro",1,1,0,0,0,0,0,1,0,0,0,0,0
1658489256573289984,"@user como se a imprensa fosse foda em mercado, um mais burro que o outro, espero que quando a petrobras quebrar vcs lembrem que foi o governo e a imprensa que apoiaram isso seus idiotas úteis, o bolsonaro avisou!??????????????",1,1,0,0,0,0,0,1,0,0,0,0,0
1658489273186929920,@user pt criminosos ladrões vcs sao mentiroso bolsonaro até quando viajava economizar até na hospedagem ???? pt quadrilha de criminoso ladrões,1,1,0,0,0,0,0,1,0,0,0,0,0
1658489328614640128,@user @user @user a ideilogia dele não é o oposto disso. você se baseia em editorial da globo pra dizer isso. os dados econômicos confirmam que a população mais pobre foi beneficiado com o programa de assistência do governo bolsonaro (auxílio emergencial e auxílio brasil).,1,1,0,1,0,0,0,1,0,0,0,0,0
1658485955991600128,"@user @user pra quem votou no bolsonaro, é o mesmo preço de antes",1,1,0,0,0,0,0,1,0,0,0,0,0
1658485984760300032,"@user @user @user olha quanta acusação merda! compara essas porcarias com os escândalos de corrupção do lula. veja que só tem essa perseguição contra o bolsonaro, o lula pode falar que pelotas exporta viado, agradecer a natureza pelo coronavírus, fazer acusações sem provas, etc, e nada acontece.",1,1,0,0,0,0,0,1,0,0,0,0,0
1658490489543300096,@user queria ser cega nessas horas,1,1,0,0,0,1,0,0,0,0,0,0,0
1658490489627180032,@user infelizmente ele é um politiqueiro. lembro dele defendendo que o pg pagasse a reforma do temer. se o guedes fosse ouvir essa galera o país estava lascado pra enfrentar a crise sanitária e nunca defendeu a capitalização ficaram todos contra.,1,1,0,0,0,0,0,1,0,0,0,0,0
1658490489656699904,@user @user gada,1,1,0,0,0,0,0,1,0,0,0,0,0
1658490488691859968,olha eu me achava desenebido até ver os storys dessa g4ezinh4 pela amor de deus vontade de denunciar,1,1,0,0,0,0,1,0,0,0,0,0,0
1658490490420069888,"@user plano simples, os pobres já estão na merda, então a classe média precisa ficar mais pobre e o ,ahhhh esse continua de boa!!!!",1,1,0,1,0,0,0,0,0,0,0,0,0
1658490490684339968,"@user @user se o argumento, além do dólar, é: 1) taxa de desmatamento: as maiores potências econômicas são as que mais agridem meio ambiente 2) imagem do país lá fora: a china então deve estar muito mal economicamente já que tem trabalho escravo, censura a população e só tem 1 partido (viva… link",1,1,0,0,0,0,0,1,0,0,0,1,0
1658490492844369920,"@user @user michele é uma princesa, linda já vc o cocô da bruxa !",1,1,0,0,1,0,0,0,0,0,0,0,0
1658490491149900032,mundo todo está assistindo esta notícia negócio feio barba 15/05/2023 link via @user,1,1,0,0,1,0,0,0,0,0,0,0,0
1658490077851389952,"@user @user parabéns, raquel. primoroso texto. no meu entender, na verdade, lula pratica estelionato eleitoral. simples assim.",1,1,0,0,0,0,0,1,0,0,0,0,0
1658490079944519936,mantém o pique vadia,1,1,0,0,0,0,0,0,0,0,1,0,0
1658490080980499968,@user @user estão errados todes q contam com a nova gestão qdo criticam o problema apontando a pessoa. lendo artigos s/a taxa vemos q têm financistas q discordam e não são da extrema direita. é do brasileiro dar nome aos bois qdo o certo seria ver o gado. ??,1,1,0,0,0,0,0,1,0,0,0,0,0
1658490080653360128,@user gente q vagabunda,1,1,0,0,0,0,0,0,0,0,1,0,0
1658490080388950016,a menina naturalmente trm cara de quem implora por pica meu deus q coisa horrorosa quem sera q gozo essa porra feia,1,1,0,0,1,0,0,0,0,0,1,0,0
1658489722858259968,@user @user ppk até conseguem fazer... mas quero ver se nasceu com uma,1,1,0,0,0,0,1,0,0,0,1,0,0
1658489722556260096,"@user eu n acho q o do 5 parece o el donte, mas em personalidade o do 4 é uma versão nerfada dele, a diferença é q o nero era menos xarope e n tem cara de q peida na mão e cheira",1,1,0,0,1,0,0,0,0,0,0,0,0
1658489725106409984,"@user e algum deles ainda se livrará pra manter o ""negócio"" da familícia.",1,1,0,0,0,0,0,1,0,0,0,0,0
1658489724942820096,@user se não funcionar no naturalmente vai no macumbalmente mesmo,1,1,0,0,0,0,0,0,0,1,0,0,0
1658486198527209984,tô virando uma veia chata mas puta queo pariu o que fizeram com a poesia???????? link,1,1,1,0,0,0,0,0,0,0,0,0,0
1658486196975330048,"pois pra mim, você é uma besta mitológica com o cabelo pixaim parecida com a medusa.",1,1,0,0,1,0,0,0,0,0,0,0,0
1658486197218589952,@user @user kkkkkkkkkkkkkk essa puta doente,1,1,0,0,0,0,0,0,0,0,1,0,0
1658486197336029952,vagabunda,1,1,0,0,0,0,0,0,0,0,1,0,0
1658486555558960128,"o fi da rihanna é feii,c tá dd",1,1,0,0,1,0,0,0,0,0,0,0,0
1658486555894500096,tudo nosso piranhas link,1,1,0,0,0,0,0,0,0,0,1,0,0
1658486554560719872,odeio homem meu deus,1,1,0,0,0,0,0,0,0,0,1,0,0
1658486556175510016,as gays padrão quando vão de férias link,1,1,0,0,0,0,1,0,0,0,0,0,0
1658486558411059968,@user anorexia por comer lula...,1,1,0,0,0,1,0,1,0,0,0,0,0
1658473709555040000,"aspone de jajá, ex-periquito, vai caguetar o bozoquina.... link",1,1,0,0,0,0,0,1,0,0,0,0,0
1658473720053400064,@user estão procurando pêlo em ovo né? mesmo que encontrem erro em pequenos gastos não vão conseguir derrubar a credibilidade de bolsonaro com quem não é burro como a jumentada militante petista que acredita em um sujeito que roubou trilhões.,1,1,0,0,0,0,0,1,0,0,0,0,0
1658473741377210112,@user essa dilma residente é sem noção tem que por a foto do pinguço não do bolsonaro link,1,1,0,0,0,1,0,1,0,0,0,0,0
1658488861176270080,"@user é nada, mais da matade da seleção é bolsonaro que fica atazanando os gay. que inclusive só se destacam por dar o toba.",1,1,0,0,0,0,1,1,0,0,0,0,0
1658488874572839936,"@user quem nos favoreceu , foi o governo bolsonaro ! nunca esqueceremos , q vcs não aprovaram ! mas agora , como vcs gostam desse governo , aprovaram , na esperança q somos burros e ingratos !!! tá muito feio !!! a história, não esquecerá de vcs !!!",1,1,0,0,0,0,0,1,0,0,0,0,0
1658488910278970112,@user @user @user imagina ser petista. passar a campanha toda chamando bolsonaro de corrupto por causa de orçamento secreto e agora ter que defender orçamento secreto lkkkkkkk gente ignorante link,1,1,0,0,0,0,0,1,0,0,0,0,0
1658488949009189888,"@user @user eu fiz o l para isso ! faça o l imediatamente ! grande dia ! agora, para completar a felicidade, queremos a prisão de bolsonaro! link",1,1,0,0,0,0,0,1,0,0,0,0,0
1658489009503630080,ainda tem gente que diz que ta com saudades do bolsonaro kkkkkkkk vsf link,1,1,0,0,0,0,0,1,0,0,0,0,0
1658490155080999936,@user @user boiola,1,1,0,0,0,0,1,0,0,0,0,0,0
1658490154447660032,"@user @user estão atacando o lula, só porque ele gastou 100 milhões em 4 meses no cartão corporativo. é uma absurdo o que estão fazendo com o pai dos pobres. o pt tem que fazer alguma coisa. ??",1,1,0,1,0,0,0,1,0,0,0,0,0
1658519384074390016,mds pq n s/\/\¥ total bloqueia sua mae. ausente viado do varalho m0rr3 q odio gente do ceu,1,1,0,0,0,0,1,0,0,0,0,0,0
1658519401744689920,caralho vai se fuderrrrrrrrrrr!!!! eu tenho mto ódio de coach liberalzinho de merda q vive numa realidade paralela link,1,1,0,0,0,0,0,1,0,0,0,0,0
1658519408518609920,"essa forma de encarar o nordeste como ""paraíso subdesenvolvido"" é uma parada que me deixa cego de ódio",1,1,0,0,0,1,0,0,0,0,0,0,0
1658490260643290112,"@user lula e u lixo porém ele e inteligente, vai dá a sensação de que estará pagando menos nos combustíveis, gaz, podendo fazer o que bem entender com o resto, isso faltou muito a bolsonaro.",1,1,0,0,0,0,0,1,0,0,0,0,0
1658490319778749952,"@user bandido é vc rapaz. lave sua boca pra falar o nome de bolsonaro. isso é inveja que vc tem dele seu mentiroso safado. @user vc não tem honra, caráter. vc é uma vergonha",1,1,0,0,0,0,0,1,0,0,0,0,0
1658485685739980032,@user menos 2 eleitores do lula!!! ô glória!!!,1,1,0,0,0,0,0,1,0,0,0,0,0
1658485685031160064,@user o cuzinho seco,1,1,0,0,1,0,0,0,0,0,0,0,0
1658485685396069888,@user ????????????a dilma fez igualzinho e todos vimos onde foi parar...????????????viva o amorrrrrr,1,1,0,0,0,0,0,1,0,0,0,0,0
1658485687304480000,"@user povo não consegue nem achar argumento pra falar que isso não é positivo kkkkk gado não foi na canetada, foi depois da mudança de cobrança! chegou ao fim pagar derivados de petróleo em dólar, sendo que somos auto suficientes, enfim um presidente com coragem de mudar isso.",1,1,0,0,0,0,0,1,0,0,0,0,0
1658485687413509888,"@user ele pagou seu ingresso da deixa em off sua branquela, tem q agradecer só",1,1,0,0,0,0,0,0,1,0,0,0,0
1658485686536890112,@user por isso q muie é tudo burra,1,1,0,0,0,0,0,0,0,0,1,0,0
1658485688957029888,@user o teu preto,1,1,0,0,0,0,0,0,1,0,0,0,0
1658484130211040000,"beijo feio da porr4! parece um bode com essa língua desgovernada. toda vez q vejo,dá uma vergonha do carai rs link",1,1,0,0,1,0,0,0,0,0,0,0,0
1658484130638850048,"@user não existe copypasta de elogio que seja digna de ser usada pra descrever o tamanho da tua magnitude, você é tão maravilhosa que dá vontade de colocar tua foto na porta de casa pros testemunhas de jeová terem motivos pra bater palma",1,1,0,0,0,0,0,0,0,1,0,0,0
1658484129187640064,"@user @user @user cedro do líbano comércio de madeiras e materiais para construção. explica por que essa empresa com contratos públicos com o governo bozo arcou com os boletos da amiga da mycash bozo? se ele pensa que todo mundo é idiota como o gado, pensou errado.",1,1,0,0,0,0,0,1,0,0,0,0,0
1658484128898240000,"@user a venezuela fez s mesma coisa, confia",1,1,0,0,0,0,0,1,0,0,0,1,0
1658484131121220096,@user estão certos! ninguém quer ser associados a seres com pronomes neutros,1,1,0,0,0,0,1,0,0,0,0,0,0
1658484131993629952,@user faz o l,1,1,0,0,0,0,0,1,0,0,0,0,0
1658490018715899904,@user o ze bct ta parada agr esse merda,1,1,0,0,0,0,0,0,0,0,1,0,0
1658490019265520128,sim eu quero que todas as minhas ex sem exceção vão tudo pra puta q lhes pariu otarias link,1,1,0,0,0,0,0,0,0,0,1,0,0
1658490022713230080,"velha desgraça, cuida da sua vida",1,1,1,0,0,0,0,0,0,0,0,0,0
1658485905370510080,"amiguinho, reduza a alfafa na dieta e estude um pouco de história. o grupo folha apoiou golpe militar, collor, impeachment e paulo guedes. jamais daria espaço uma liderança comunista autêntica, a menos que seja um quinta-coluna como xones baruel. link",1,1,0,0,0,0,0,1,0,0,0,0,0
1658485906595259904,"@user mano beleza, o pessoal mais velho tem dificuldade pra aceitar a identidade de gênero/orientação sexual, mas qual a porra do problema deles de tentar ridicularizar isso? quer mostrar que n aceita, feio dms",1,1,1,0,0,0,0,0,0,0,0,0,0
1658481652547579904,@user @user chora gado,1,1,0,0,0,0,0,1,0,0,0,0,0
1658481651054439936,@user boa ideia. vamos pressionar os apoiadores do molusco a deixarem a esquerda.,1,1,0,0,0,0,0,1,0,0,0,0,0
1658481654955140096,to focada no treino de braço só pra da na cara de um macho hétero branco cis de classe média alta,1,1,0,0,1,0,0,0,0,0,0,0,0
1658484995030400000,que ódio dessa puta,1,1,0,0,0,0,0,0,0,0,1,0,0
1658484998218089984,q ódio dessa puta pqp,1,1,0,0,0,0,0,0,0,0,1,0,0
1658486500957499904,@user @user esses petistas são uma vergonha!,1,1,0,0,0,0,0,1,0,0,0,0,0
1658490335750749952,"@user deus , patria e familia !!! valeu lula ! gloria a deus ! bolsonaro nunca mais link",1,1,0,0,0,0,0,1,0,0,0,0,0
1658490359326830080,"@user ????????????bolsonaro reduziu preço do combustível. lula entrou. subiu o preço. agora ele vem e baixa de novo, para se fazer de bonzinho. um zero a esquerda.",1,1,0,0,0,0,0,1,0,0,0,0,0
1658490396778060032,"@user @user @user se é mentira, então quem tá mentindo é o jornal como mostra ali na imagem parece que é da globo ou do sbt, e a sua fonte sobre a prévia da inflação foi do (pode 360) que amar muito o bozo né, se o bozo pisar na merda eles notícia ""bolsonaro acabar de pisar na??, prendam ele",1,1,0,0,0,0,0,1,0,0,0,0,0
1658490401735490048,@user é verdade deputada joice punição para esse sujeito bolsonaro larápio e quadrilha que rouba desde que era deputado justiça urgente,1,1,0,0,0,0,0,1,0,0,0,0,0
1658490440297900032,"@user lava tua boca suja,imunda, porca, nojenta prá falar do bolsonaro e a família. q moral você têm? vanpiro. link",1,1,0,0,0,0,0,1,0,0,0,0,0
1658490442667930112,@user @user com o bolsonaro era mais barato seu burro!,1,1,0,0,0,0,0,1,0,0,0,0,0
1658490506819820032,"@user @user nem todo bolsonarista é nazista, mas todo nazista votou no bolsonaro",1,1,0,0,0,0,0,1,0,0,0,0,0
1658490507524460032,"@user link isso é atitude de quem se diz, uma mulher de deus? explique madame, roubo em sua religião não é pecado?",1,1,0,0,0,0,0,0,0,1,0,0,0
1658490529519150080,"@user @user @user eu não disse que bolsonaro é ou foi perfeito, eu também sou crítico de muitos erros que ele cometeu, mas eu e você também erramos, é difícil demais fazer julgamentos c/ o amigo esta fazendo s/ ter tido intimidade c/ as realidades dos fatos da época. centralóides piores não faltam",1,1,0,0,0,0,0,1,0,0,0,0,0
1658490540269210112,@user @user o cara está entrando em desespero e tiroteando para tudo que é lado para tentar elevar a popularidade e petista acha isso bom! são iguais ao gado do bolsonaro,1,1,0,0,0,0,0,1,0,0,0,0,0
1658485983669799936,"@user @user @user @user @user sim, só existe uma forma. e não é com cpi que faz isso. mas vc vai insistir na asneira eternamente, tal qual um burro empacado kkkkk!",1,1,0,0,0,0,0,1,0,0,0,0,0
1658485983380389888,@user gadura.,1,1,0,0,0,0,0,1,0,0,0,0,0
1658485985657900032,vai se fuder viado kkkkkkk link,1,1,0,0,0,0,1,0,0,0,0,0,0
1658488666409550080,bolsonaro e moro na cadeia. link,1,1,0,0,0,0,0,1,0,0,0,0,0
1658488675712529920,prepare a alma e coração para a herança do ex. presidente esse canalha maldito desses cachaceiro está ai por causa da covardia dele e deixe da passa pano pois ainda vamos sofrer pra cachorro nenhum colocar defeito e pergunte para bolsonaro para onde ele vai e onde vamos?....,1,1,0,0,0,1,0,1,0,0,0,0,0
1658488711594779904,"@user @user isso é triste demais, misturar ideologia barata com sua profissão. tem o exemplo do cid, que jogou sua carreira do exército no lixo, hoje tá servindo de bode expiatório pras falcatruas do bolsonaro.",1,1,0,0,0,0,0,1,0,0,0,0,0
1658488714480450048,"enquanto tentam a qualquer custo colar em algo em bolsonaro, o ladrão de nove dedos segue esbanjando sem ser incomodado, não apresentou nada desde que ocupou o planalto, e de quebra ainda tem alguns ministros atolados na sujeira ocupando seus cargos. mas e a imprensa? calada.",1,1,0,0,0,1,0,1,0,0,0,0,0
1658488720121809920,@user a paixão é muito grande por bolsonaro ?? que nem falam sobre o maior ladrão da história ?????? só sendo desinformado pra cair em narrativas de pessoas esquecidas pela povo ??,1,1,0,0,0,0,0,1,0,0,0,0,0
1658488726966929920,"mano, eu to com muita vontade de xingar o bolsonaro. que dia que vão prender esse cara? @user devido processo legal e contraditório ce deixa pra quem é democrático. digo apenas isso.",1,1,0,0,0,0,0,1,0,0,0,0,0
1658488731287049984,"@user querem colocar o presidente bolsonaro no mesmo nível do ex presidiários, que ostenta viagens de lixo e compras de luxo. presidente bolsonaro nunca ostentou nada, vê-se na figura dele uma pessoa simples e de hábitos simples… e",1,1,0,0,0,0,0,1,0,0,0,0,0
1658488761196630016,"@user @user se fosse o bolsonaro fazendo estaria comemorando e gritando ""mito"". vai entender o gado... ?????",1,1,0,0,0,0,0,1,0,0,0,0,0
1658488791525629952,@user tudo isso para colocar uma foto com bolsonaro ?? canalhas !!! imprensa lixo !!!! vcs só dão mais destaque a canalhice de vcs !!!! e bolsonaro tem a oportunidade de não ser esquecido !!! #fechadoscombolsonaro,1,1,0,0,0,0,0,1,0,0,0,0,0
1658488812555889920,@user @user @user a vida do petista é lamber o saco do bandido e falar do bolsonaro. essas são as metas de vida deles...????????????????????????????,1,1,0,0,0,0,0,1,0,0,0,0,0
1658489174822119936,"@user como sou doente, estou com saudade do bolsonaro e dos preços antigos. parabéns ao governo atual pelas decisões, pelo empenho que vem tendo e pelas conquistas em prol de todo brasil. porém, acho que os bolsonaristas, deveriam continuar o preço antigo. eles gostam.",1,1,0,0,0,0,0,1,0,0,0,0,0
1658519481675539968,"os esquerdalhas tem fascinação de fazer com bolsonaro, exatamente aquilo que ja foi feito com o pai dos pobres.....a diferença esta no caráter e no respeito ao cidadão que um tem, e outro que nunca teve. link",1,1,0,1,0,0,0,1,0,0,0,0,0
1658519497773280000,"@user fazem infernos por 348 reais e deixam passar bilhões de boas. o ladrão já gastou mais grana em 3 meses de governo do que 1 ano de bolsonaro e até agora zero comentário da mídia. que lixo de mídia, que lixo de país é que lixo de governos.",1,1,0,0,0,0,0,1,0,0,0,1,0
1658519513015379968,"@user @user eu amo que o danones cria uma fanfic kkkkkkkkkkkkkkkkkkkkkkk, o maluco é completamente louco da cabeça pelo bolsonaro",1,1,0,0,0,1,0,1,0,0,0,0,0
1658519528341370112,@user gente de onde surgil esse bolsonaro esse velho todo torto ignorante cade os juizes que nao botou esse cara na cadeia,1,1,1,0,1,0,0,1,0,0,0,0,0
1658519534137900032,"@user bolsonaro não tinha o porquê fraudar o cartão de vacinação dele, já que é público e notório que ele não se vacinou. e se viesse à tona tal revelação, iria abalar a ala mais ideológica-radical do ex-presidente. esquerda burra!",1,1,0,0,0,0,0,1,0,0,0,0,0
1658519585614700032,@user se vc visitar direitinho minhas publicações vai ver que o descindenado comigo nao tem vez. bolsonaro tb nao. populistas e corruptos nao tem vez comigo. nao mais. passe bem.,1,1,0,1,0,0,0,1,0,0,0,0,0
1658519590479980032,"novo presidente da petrobrás muda política de preços dos combustíveis, conseguindo abaixar o preço do diesel a partir amanhã. quem a globonews chama pra comentar? uzmercadus (três branquinhos bem-vestidos que ganham a vida com especulação) e o presidente do pl de bolsonaro.",1,1,0,0,0,0,0,1,1,0,0,0,0
1658519591448869888,@user e vc continuará babando os ovos dos bolsonaro.,1,1,0,0,0,0,0,1,0,0,0,0,0
